,job_title,company_name,job_location,date,Big Data,C/C++,Cloud,DevOps,Excel,GitHub,Java/Scala,MATLAB,Machine Learning,Math,NLP,Python,R,REST,RapidMiner,Ruby,SAS,SPSS,SQL/databases,Stata,Visualisation,communication,consulting,date,leadership,problem solving,project_management
134,"Data Science Analyst, Toronto & Montreal - Co-op/ Intern Summer 2019",Deloitte,"Toronto, ON",23 days ago,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,23 days ago,0,0,0
135,Formulation Scientist,CoreHR,"Toronto, ON",save job,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
136,"Global Practice Lead, Data Scientist",Hatch,"Mississauga, ON",30+ days ago,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30+ days ago,1,0,0
137,Senior Data Scientist,Canvass Analytics Inc.,"Toronto, ON",10 days ago,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10 days ago,1,0,0
138,Data Scientist II-CAN,Ingram Micro,"Toronto, ON",16 days ago,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,16 days ago,0,0,0
139,Lead Data Scientist - Deep Learning - QuantumBlack,McKinsey & Company,"Montréal, QC",3 days ago,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,3 days ago,1,0,0
140,Senior Data Scientist,HSBC,"Toronto, ON",30+ days ago,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,30+ days ago,0,0,0
141,Senior Scientist - Groundwater,Yukon Government,"Whitehorse, YT",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2 days ago,0,0,0
142,Sr. Data Scientist,Canadian Tire Corporation,"Toronto, ON",30+ days ago,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
143,Data Scientist,SPORTLOGiQ,"Montréal, QC",save job,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
144,"Manager, Data Analytics",RBC,"Toronto, ON",17 days ago,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,17 days ago,0,1,0
145,Senior Data Scientist,Savormetrics Inc.,"Halifax, NS",save job,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
146,Data Science Engineer,Quartic.ai,"Oakville, ON",30+ days ago,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
147,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
148,Lead Data Scientist - App & Partner Platform,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
149,Data Scientist,Groom & Associates,"Montréal, QC",28 days ago,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
150,Data Scientist,Loblaw Digital,"Toronto, ON",30 days ago,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30 days ago,0,0,0
151,Senior Analyst - Data Scientist,TD Bank,"Toronto, ON",30+ days ago,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,30+ days ago,0,0,0
152,Data Scientist,SPORTLOGiQ,"Montréal, QC",save job,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
153,"Senior Data Scientist, Advanced Analytics - Toronto, ON",Scotiabank,"Toronto, ON",21 hours ago,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,21 hours ago,0,0,0
154,"Manager, Advanced Analytics (Principal Data Scientist)",Home Depot Canada,"North York, ON",save job,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,save job,1,0,0
155,Assay Development Scientist,ChipCare Corp,"Toronto, ON",save job,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
156,Data Analyst,BEworks,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,30+ days ago,0,0,0
157,Head of Data & Analytics,WestJet,"Toronto, ON",30+ days ago,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,30+ days ago,1,1,0
158,"Intern - Data Scientist, Public Equities (12 month contract)",Ontario Teachers' Pension Plan,"Toronto, ON",11 days ago,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,11 days ago,0,0,0
159,Data Analyst,BoxyCharm,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,1,0
160,Computer Vision Data Research Scientist,Miovision,"Kitchener, ON",30+ days ago,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,1,0
161,Clin. Res. Project Asst.-RI,SickKids,"Toronto, ON",3 days ago,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3 days ago,0,0,0
162,"Intern - Data Scientist, Data Engineering & Machine Learning (4 month contract)",Ontario Teachers' Pension Plan,"Toronto, ON",9 days ago,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9 days ago,0,0,0
163,Lead Data Scientist,Manulife,"Toronto, ON",7 days ago,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,7 days ago,1,1,0
164,Scientist (Competition #350.18),Women's College Hospital,"Toronto, ON",save job,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
165,Data Scientist,MindGeek,"Montréal, QC",28 days ago,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
166,Entry Level Environmental Scientist,AECOM,"Thornhill, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2 days ago,1,0,0
167,Risk Data Scientist,Cerebri AI,"Toronto, ON",30+ days ago,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
168,Data Scientist,Plantiga Technologies Inc.,"Vancouver, BC",23 days ago,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23 days ago,0,0,0
169,Defence Scientist (Amended),Government of Canada,"National Capital Region, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,1
170,Machine Learning Engineer - Intern,Knowtions Research,"Toronto, ON",15 days ago,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,15 days ago,0,0,0
171,Data Analyst,Boxy Charm,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,1,0
172,Lead Data Scientist - App & Partner Platform,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
173,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
174,Data Scientist,Groom & Associates,"Montréal, QC",28 days ago,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
175,Data Scientist,Loblaw Digital,"Toronto, ON",30 days ago,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30 days ago,0,0,0
176,Data Scientist,Terminal,"Montréal, QC",30+ days ago,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
177,Data Scientist,SPORTLOGiQ,"Montréal, QC",save job,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
178,Lead Data Scientist - App & Partner Platform,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
179,"Alternative Data Scout, Enterprise Data Services",CPP Investment Board,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,30+ days ago,0,0,0
180,Project Scientist/Consultant,RiskCheck Inc.,"Toronto, ON",save job,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,save job,0,0,1
181,Lead Data Scientist - Capital Markets,CPQI,"Toronto, ON",1 day ago,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1 day ago,1,0,0
182,Senior Data Scientist - Shipping & Risk Algorithms,Shopify,"Ottawa, ON",28 days ago,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
183,Data Scientist Developer,Online Business Systems,"Winnipeg, MB",10 days ago,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,10 days ago,0,0,0
184,SQL Data Scientist,Plotly,"Montréal, QC",30+ days ago,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
185,"Data Scientist, Alexa Smart Home SLU","AMZN CAN Fulfillment Svcs, Inc","Vancouver, BC",11 days ago,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,11 days ago,0,0,0
186,Data Scientist,uni3T,"Montréal, QC",14 days ago,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,14 days ago,0,0,0
187,Ecosystem Scientist II - Nature Legacy,Government of Canada,"Repulse Bay, NU",15 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15 days ago,0,0,0
188,Epidemiologist,Ontario Agency for Health Protection and Promotion (Public Health of Ontario),"Toronto, ON",7 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7 days ago,0,0,0
189,Lead Data Scientist - App & Partner Platform,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
190,Data Scientist,Left,"Maple Ridge, BC",30+ days ago,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
191,"Data Scientist, Consumer Market",Cogeco,"Montréal, QC",2 days ago,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2 days ago,0,0,0
192,Bioinformatics Researcher/Scientist,Noblegen,"Peterborough, ON",save job,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
193,Applied Research Scientist,Element AI,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
194,Data Scientist Manager,Nulogy,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
195,Forestry Data Specialist,Government of Canada,"Victoria, BC",17 days ago,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17 days ago,0,0,0
196,Lead Data Scientist,Shopify,"Ottawa, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,30+ days ago,1,0,0
197,Data Engineer,Pelmorex Corp,"Oakville, ON",3 days ago,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3 days ago,0,0,0
198,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
199,Data Scientist,Groom & Associates,"Montréal, QC",28 days ago,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
200,Data Scientist,Loblaw Digital,"Toronto, ON",30 days ago,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30 days ago,0,0,0
201,Senior Data Scientist,Loblaw Digital,"Toronto, ON",30 days ago,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,30 days ago,0,0,0
202,Data Scientist,Loblaw Digital,"Toronto, ON",30 days ago,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30 days ago,0,0,0
203,Data Scientist,Groom & Associates,"Montréal, QC",28 days ago,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
204,"Associate Vice President, Data Science & Specialty Analytics",LoyaltyOne,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,30+ days ago,0,0,0
205,Data Scientist,B.Yond,"Montréal, QC",30+ days ago,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
206,Senior Data Scientist,Guavus,"Montréal, QC",9 days ago,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9 days ago,0,0,0
207,Data Analyst,Shutterstock,"Montréal, QC",23 hours ago,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,23 hours ago,0,0,0
208,Scientist/Bioengineer,Lonza/Octane Biotech,"Kingston, ON",save job,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
209,"Research Scientist, Google AI",Google,"Toronto, ON",28 days ago,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
210,"Senior Data Scientist - Toronto, ON",Scotiabank,"Toronto, ON",7 days ago,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7 days ago,0,0,0
211,Data Lead,Borrowell,"Toronto, ON",14 days ago,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,14 days ago,1,0,0
212,Data Scientist (Marketing),Prodigy Game,"Toronto, ON",30+ days ago,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
213,"Research Scientist, Google Brain",Google,"Toronto, ON",30+ days ago,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
214,"Sr. Engineer, Machine Learning Infrastructure - Toronto (NOC 2173)",Etsy,"Toronto, ON",14 hours ago,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14 hours ago,0,0,0
215,"Characterization & Failure Analysis Engineer/Scientist, Burnaby, BC Canada",Ballard,"Burnaby, BC",7 days ago,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7 days ago,0,1,0
216,Research Scientist (#04-01-000001),Greenlight Crew,"Toronto, ON",save job,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
217,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
218,Data Scientist,MobSquad,"Calgary, AB",30+ days ago,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
219,Field Application Scientist,Complete Genomics,"Toronto, ON",10 days ago,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10 days ago,1,1,0
220,Data Science Associate,Merck USA,"Montréal, QC",3 days ago,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3 days ago,0,0,0
221,Bioprocess Scientist (Lead),Province Brands of Canada,"Sarnia, ON",save job,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,save job,1,0,0
222,Data Scientist,NestReady,"Montréal, QC",30+ days ago,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
223,Data Engineer,Huntel Global,"Toronto, ON",save job,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
224,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
225,Lead Data Scientist - App & Partner Platform,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
226,Data Scientist,"Schulich School of Business, York University","North York, ON",save job,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,save job,1,0,0
227,Data Scientist,SPORTLOGiQ,"Montréal, QC",save job,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
228,Data scientists,LVL Studio,Canada,5 days ago,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,5 days ago,0,0,0
229,Lead Data Scientist - App & Partner Platform,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,1,0,0
230,Data Scientist,"Schulich School of Business, York University","North York, ON",save job,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,save job,1,0,0
231,Data Scientist,SPORTLOGiQ,"Montréal, QC",save job,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,save job,0,0,0
232,Data Scientist - Capital Markets,CPQI,"Toronto, ON",30 days ago,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,30 days ago,1,0,0
233,SAS Developer,Enterprise Peak,"Toronto, ON",save job,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,save job,0,0,0
234,Senior Data Scientist- Retail Algorithms,Shopify,"Toronto, ON",30+ days ago,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
235,Evaluation Scientist (Competition #299.18),Women's College Hospital,"Toronto, ON",save job,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,1,0,0
236,"Intern - Data Scientist, Business Insights & Analytics (4 month contract)",Ontario Teachers' Pension Plan,"Toronto, ON",9 days ago,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,9 days ago,0,1,0
237,Junior Air Quality Engineer/Scientist,Envirochem Services Inc.,"North Vancouver, BC",save job,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,save job,0,0,0
238,Data Science Consultant,Accenture,"Toronto, ON",30+ days ago,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,30+ days ago,1,0,0
239,Research Scientist,KGK Science Inc.,"London, ON",save job,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
240,Data Science/Data Analytics Instructional Associate (part time),General Assembly,"Toronto, ON",30+ days ago,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
241,Sr. Applied Scientist,"AMZN CAN Fulfillment Svcs, Inc","Toronto, ON",11 days ago,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,11 days ago,0,0,0
242,"Manager, Financial Pricing Analytics (Data Scientist) - Toronto, ON",Scotiabank,"Toronto, ON",2 days ago,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2 days ago,0,1,0
243,data science/data analytics instructional associate (part time),The Adecco Group,"Toronto, ON",30+ days ago,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,30+ days ago,0,0,0
244,R&D Scientist (Sensors),LaserDepth Dynamics,"Kingston, ON",30+ days ago,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
245,"Manager, Financial Pricing Analytics (Data Scientist) - (1 Year Contract)",Scotiabank,"Toronto, ON",2 days ago,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2 days ago,0,1,0
246,Senior Scientist,CryptoNumerics,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
247,"Research Scientist/Engineer, Burnaby, BC Canada",Ballard,"Burnaby, BC",7 days ago,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7 days ago,0,1,0
248,Associate Scientist or Engineer – Manufacturing Sciences,Turnstone Biologics,Canada,27 days ago,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,27 days ago,0,0,0
249,Data Scientist & Engineer,GenomeDx Biosciences,"Vancouver, BC",30+ days ago,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
250,Data Scientist,ADNM International,"Laval, QC",30+ days ago,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,30+ days ago,0,0,0
251,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
252,"Associate Vice President, Data Science & Specialty Analytics",LoyaltyOne,"Toronto, ON",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,30+ days ago,0,0,0
253,Data Scientist,Loblaw Digital,"Toronto, ON",30 days ago,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30 days ago,0,0,0
254,Data Scientist,Groom & Associates,"Montréal, QC",28 days ago,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
255,Junior Environmental Scientist,Equilibrium Environmental Inc.,"Calgary, AB",save job,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
256,Data Scientist,Groom & Associates,"Montréal, QC",28 days ago,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,28 days ago,0,0,0
257,Research Scientist (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",2 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2 days ago,1,0,0
258,Data Scientist,"Schulich School of Business, York University","North York, ON",save job,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,save job,1,0,0
259,Head of Data Science,GALE Partners,"Toronto, ON",30+ days ago,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,30+ days ago,0,0,0
260,AI Research Scientist – Dialogue & Language Understanding,Samsung Research America,"Toronto, ON",30+ days ago,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
261,"Scientist, Biosynthesis (12-Month Contract)",InMed Pharmaceuticals Inc.,"Vancouver, BC",save job,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,save job,0,0,1
262,Data Analyst,SkipTheDishes,"Calgary, AB",30+ days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30+ days ago,0,0,0
263,Research Scientist,Stradigi AI,"Montréal, QC",1 day ago,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1 day ago,0,0,0
264,Application Scientist 12 months Contract,Thermo Fisher Scientific,Remote,30+ days ago,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
265,Hydroclimate Scientist,Northwest Hydraulic Consultants,"Vancouver, BC",save job,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
266,Biomedical or Bioengineer Scientist,Ensil Inc.,"Markham, ON",save job,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,save job,0,0,0
267,Data Scientist,SMITH,"Gatineau, QC",10 days ago,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,10 days ago,0,0,0
268,Scientifique des données / Data Scientist,CAE Inc.,Saint,4 days ago,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,4 days ago,0,1,0
269,Physical Scientist / Physical science policy and planning analyst - Inventory,Government of Canada,"Ottawa, ON",7 days ago,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7 days ago,0,0,0
270,Data Scientist / Natural Language Processing (NLP) Specialist | KRONOS,Kronos Incorporated,"Montréal, QC",30+ days ago,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,30+ days ago,0,0,0
271,Data Engineer,BuildDirect,"Vancouver, BC",11 hours ago,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,11 hours ago,0,0,0
272,"Data Engineering Analyst, Omnia AI, Ottawa & Vancouver - Co-op/Intern Summer 2019",Deloitte,"Ottawa, ON",23 days ago,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,23 days ago,0,0,0
273,Epidemiologist,Public Health Ontario,"Toronto, ON",8 days ago,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8 days ago,0,0,1
274,Customer Success Scientist,Nicoya Lifesciences,"Kitchener, ON",14 days ago,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,14 days ago,0,0,0
275,Scientifique de données principal | Senior Data Scientist,Cirque du Soleil,"Montréal, QC",4 days ago,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,4 days ago,0,0,0
